Text3,Text1,Text,Field,Hempfield_Area_HS_8,Text2
2/24/2024,Guard: SRG,Middletown HS (9),GE 70/130,"14.010 1
st",
2/24/2024,Guard: SRG,Middletown HS (9),GE 70/130,"15.060 1
st",
2/24/2024,Guard: SRG,Middletown HS (9),Total,,72.210
2/24/2024,Guard: SAG,Perkiomen Valley HS,EQ70-130,"13.940 1
st",
2/24/2024,Guard: SAG,Perkiomen Valley HS,MV70-130,"13.010 2
nd",
2/24/2024,Guard: SAG,Perkiomen Valley HS,DES 10/10,"14.200 1
st",
2/24/2024,Guard: SAG,Perkiomen Valley HS,GE 10/10,"13.400 1
st",
2/24/2024,Guard: SAG,Perkiomen Valley HS,GE 10/10,"14.300 1
st",
2/24/2024,Guard: SAG,Perkiomen Valley HS,Total,,68.850
2/24/2024,Guard: SRG,Cheltenham HS,EQ70-130,14.930,
2/24/2024,Guard: SRG,Cheltenham HS,MV70-130,14.090,
2/24/2024,Guard: SRG,Cheltenham HS,DES 70/130,15.340,
2/24/2024,Guard: SRG,Cheltenham HS,GE 70/130,13.480,
2/24/2024,Guard: SRG,Cheltenham HS,GE 70/130,15.070,
2/24/2024,Guard: SRG,Cheltenham HS,Total,,72.910
2/24/2024,,,,,
2/24/2024,Stationary Percussion: SOS,Gateway Regional HS,MUS-SPERC,"33.700 1
st",
2/24/2024,Stationary Percussion: SOS,Gateway Regional HS,ART-SPERC,"33.300 1
st",
2/24/2024,Stationary Percussion: SOS,Gateway Regional HS,Total,,67.000
2/24/2024,Marching Percussion: SNP,Collingswood HS,VIS-PERC,"10.300 1
st",
2/24/2024,Marching Percussion: SNP,Collingswood HS,VE-PERC,"12.600 1
st",
2/24/2024,Marching Percussion: SNP,Collingswood HS,MUS-PERC,"17.100 1
st",
2/24/2024,Marching Percussion: SNP,Collingswood HS,ME-PERC,"15.900 1
st",
2/24/2024,Marching Percussion: SNP,Collingswood HS,Total,,55.900
2/24/2024,Marching Percussion: SRP,Pennsauken HS,VIS-PERC,"10.700 1
st",
2/24/2024,Marching Percussion: SRP,Pennsauken HS,VE-PERC,"12.000 1
st",
2/24/2024,Marching Percussion: SRP,Pennsauken HS,MUS-PERC,"22.900 1
st",
2/24/2024,Marching Percussion: SRP,Pennsauken HS,ME-PERC,"19.950 1
st",
2/24/2024,Marching Percussion: SRP,Pennsauken HS,Total,,65.550
2/24/2024,Marching Percussion: SAP,Appoquinimink HS,VIS-PERC,"13.100 3
rd",
2/24/2024,Marching Percussion: SAP,Appoquinimink HS,VE-PERC,"12.700 3
rd",
2/24/2024,Marching Percussion: SAP,Appoquinimink HS,MUS-PERC,"23.500 1
st",
2/24/2024,Marching Percussion: SAP,Appoquinimink HS,ME-PERC,"19.350 3
rd",
2/24/2024,Marching Percussion: SAP,Appoquinimink HS,Total,,68.650
2/24/2024,Stationary Percussion: SAS,Millville HS,MUS-SPERC,27.900,
2/24/2024,Stationary Percussion: SAS,Millville HS,ART-SPERC,25.400,
2/24/2024,Stationary Percussion: SAS,Millville HS,Total,,53.300
2/24/2024,Winds: SAW,Winslow Twp HS,VA-W,"16.050 2
nd",
2/24/2024,Winds: SAW,Winslow Twp HS,OE-W,"26.400 2
nd",
2/24/2024,Winds: SAW,Winslow Twp HS,MA-W,"22.950 1
st",
2/24/2024,Winds: SAW,Winslow Twp HS,Total,,65.400
2/24/2024,Guard: SCG,Haddon Heights Cadets,CAD,"Silver 1
st",
2/24/2024,Guard: SCG,Haddon Heights Cadets,CAD,"Silver 1
st",
2/24/2024,Guard: SCG,Haddon Heights Cadets,CAD,"Silver 1
st",
2/24/2024,Guard: SCG,Haddon Heights Cadets,Total,,Silver
2/24/2024,Guard: IJG,Synergy,EQ70-130,"12.370 1
st",
2/24/2024,Guard: IJG,Synergy,MV70-130,"12.020 1
st",
2/24/2024,Guard: IJG,Synergy,DES 70/130,"14.610 1
st",
2/24/2024,Guard: IJG,Synergy,GE 70/130,"13.010 1
st",
2/24/2024,Guard: IJG,Synergy,GE 70/130,"12.820 1
st",
2/24/2024,Guard: IJG,Synergy,Total,,64.830
2/24/2024,Guard: SNG,West Deptford HS,EQ70-130,"14.880 1
st",
2/24/2024,Guard: SNG,West Deptford HS,MV70-130,"12.680 2
nd",
2/24/2024,Guard: SNG,West Deptford HS,DES 70/130,"14.820 1
st",
2/24/2024,Guard: SNG,West Deptford HS,GE 70/130,"14.410 2
nd",
2/24/2024,Guard: SNG,West Deptford HS,GE 70/130,"12.290 3
rd",
2/24/2024,Guard: SNG,West Deptford HS,Total,,69.080
2/24/2024,Guard: SRG,Collingswood HS,EQ70-130,"11.750 4
th",
2/24/2024,Guard: SRG,Collingswood HS,MV70-130,"13.940 3
rd",
2/24/2024,Guard: SRG,Collingswood HS,DES 70/130,"12.750 4
th",
2/24/2024,Guard: SRG,Collingswood HS,GE 70/130,"13.080 3
rd",
2/24/2024,Guard: SRG,Collingswood HS,GE 70/130,"13.210 3
rd",
2/24/2024,Guard: SRG,Collingswood HS,Total,,64.630
2/24/2024,,,,,
3/1/2024,,,,,
3/1/2024,,,,,
3/1/2024,,,,,
3/1/2024,,,,,
3/1/2024,,,,,
3/1/2024,,,,,
3/2/2024,,,,,
3/2/2024,,,,,
3/2/2024,,,,,
3/2/2024,,,,,
3/2/2024,,,,,
3/2/2024,,,,,
3/2/2024,,,,,
3/2/2024,,,,,
3/2/2024,,,,,
3/2/2024,,,,,
3/2/2024,,,,,
3/2/2024,,,,,
3/2/2024,,,,,
3/2/2024,,,,,
3/2/2024,,,,,
3/2/2024,,,,,
3/2/2024,,,,,
3/2/2024,,,,,
3/2/2024,,,,,
3/2/2024,,,,,
3/2/2024,,,,,
3/2/2024,,,,,
3/2/2024,,,,,
3/2/2024,,,,,
3/2/2024,,,,,
3/2/2024,,,,,
3/2/2024,,,,,
3/2/2024,,,,,
3/2/2024,,,,,
3/2/2024,,,,,
3/2/2024,,,,,
3/2/2024,,,,,
3/2/2024,,,,,
3/2/2024,,,,,
3/2/2024,,,,,
3/2/2024,,,,,
3/2/2024,,,,,
3/2/2024,,,,,
3/2/2024,,,,,
3/2/2024,,,,,
3/2/2024,,,,,
3/2/2024,,,,,
3/2/2024,,,,,
3/2/2024,,,,,
3/2/2024,,,,,
3/2/2024,,,,,
3/2/2024,,,,,
3/2/2024,,,,,
3/2/2024,,,,,
3/2/2024,,,,,
3/2/2024,,,,,
3/2/2024,,,,,
3/2/2024,,,,,
3/2/2024,,,,,
3/2/2024,,,,,
3/2/2024,,,,,
3/2/2024,,,,,
3/2/2024,,,,,
3/2/2024,,,,,
3/2/2024,,,,,
3/2/2024,,,,,
3/2/2024,,,,,
3/2/2024,,,,,
3/2/2024,,,,,
3/2/2024,,,,,
3/2/2024,,,,,
3/2/2024,,,,,
3/2/2024,,,,,
3/2/2024,,,,,
3/2/2024,,,,,
3/2/2024,,,,,
3/2/2024,,,,,
3/2/2024,,,,,
3/2/2024,,,,,
3/2/2024,,,,,
3/2/2024,,,,,
3/2/2024,,,,,
3/2/2024,,,,,
3/8/2024,,,,,
3/8/2024,,,,,
3/8/2024,,,,,
3/9/2024,,,,,
3/9/2024,,,,,
3/9/2024,,,,,
3/9/2024,,,,,
3/9/2024,,,,,
3/9/2024,,,,,
3/9/2024,,,,,
3/9/2024,,,,,
3/9/2024,,,,,
3/9/2024,,,,,
3/9/2024,,,,,
3/9/2024,,,,,
3/9/2024,,,,,
3/9/2024,,,,,
3/9/2024,,,,,
3/9/2024,,,,,
3/9/2024,,,,,
3/9/2024,,,,,
3/9/2024,,,,,
3/9/2024,,,,,
3/9/2024,,,,,
3/9/2024,,,,,
3/9/2024,,,,,
3/9/2024,,,,,
3/9/2024,,,,,
3/9/2024,,,,,
3/9/2024,,,,,
3/9/2024,,,,,
3/9/2024,,,,,
3/9/2024,,,,,
3/9/2024,,,,,
3/9/2024,,,,,
3/9/2024,,,,,
3/9/2024,,,,,
3/9/2024,,,,,
3/9/2024,,,,,
3/9/2024,,,,,
3/9/2024,,,,,
3/9/2024,,,,,
3/9/2024,,,,,
3/9/2024,,,,,
3/9/2024,,,,,
3/9/2024,,,,,
3/9/2024,,,,,
3/9/2024,,,,,
3/9/2024,,,,,
3/9/2024,,,,,
3/9/2024,,,,,
3/9/2024,,,,,
3/9/2024,,,,,
3/9/2024,,,,,
3/9/2024,,,,,
3/9/2024,,,,,
3/9/2024,,,,,
3/9/2024,,,,,
3/9/2024,,,,,
3/9/2024,,,,,
3/9/2024,,,,,
3/9/2024,,,,,
3/9/2024,,,,,
3/9/2024,,,,,
3/9/2024,,,,,
3/9/2024,,,,,
3/9/2024,,,,,
3/9/2024,,,,,
3/9/2024,,,,,
3/9/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/16/2024,,,,,
3/22/2024,,,,,
3/22/2024,,,,,
3/22/2024,,,,,
3/23/2024,,,,,
3/23/2024,,,,,
3/23/2024,,,,,
3/23/2024,,,,,
3/23/2024,,,,,
3/23/2024,,,,,
3/23/2024,,,,,
3/23/2024,,,,,
3/23/2024,,,,,
3/23/2024,,,,,
3/23/2024,,,,,
3/23/2024,,,,,
3/23/2024,,,,,
3/23/2024,,,,,
3/23/2024,,,,,
3/23/2024,,,,,
3/23/2024,,,,,
3/23/2024,,,,,
3/23/2024,,,,,
3/23/2024,,,,,
3/23/2024,,,,,
3/23/2024,,,,,
3/23/2024,,,,,
3/23/2024,,,,,
3/23/2024,,,,,
3/23/2024,,,,,
3/23/2024,,,,,
3/23/2024,,,,,
3/23/2024,,,,,
3/23/2024,,,,,
3/23/2024,,,,,
3/23/2024,,,,,
3/23/2024,,,,,
3/23/2024,,,,,
3/23/2024,,,,,
3/23/2024,,,,,
3/23/2024,,,,,
3/23/2024,,,,,
3/23/2024,,,,,
3/23/2024,,,,,
3/23/2024,,,,,
3/23/2024,,,,,
3/23/2024,,,,,
3/23/2024,,,,,
3/23/2024,,,,,
3/23/2024,,,,,
3/23/2024,,,,,
3/23/2024,,,,,
3/23/2024,,,,,
3/23/2024,,,,,
3/23/2024,,,,,
3/23/2024,,,,,
3/23/2024,,,,,
3/23/2024,,,,,
3/23/2024,,,,,
3/23/2024,,,,,
3/23/2024,,,,,
3/23/2024,,,,,
3/23/2024,,,,,
3/23/2024,,,,,
3/23/2024,,,,,
3/23/2024,,,,,
3/23/2024,,,,,
3/23/2024,,,,,
3/23/2024,,,,,
3/23/2024,,,,,
3/23/2024,,,,,
3/23/2024,,,,,
3/23/2024,,,,,
3/23/2024,,,,,
3/23/2024,,,,,
3/23/2024,,,,,
3/23/2024,,,,,
3/23/2024,,,,,
3/23/2024,,,,,
3/23/2024,,,,,
3/23/2024,,,,,
3/23/2024,,,,,
3/23/2024,,,,,
3/23/2024,,,,,
3/23/2024,,,,,
3/23/2024,,,,,
3/23/2024,,,,,
3/23/2024,,,,,
3/23/2024,,,,,
3/23/2024,,,,,
3/23/2024,,,,,
3/23/2024,,,,,
3/23/2024,,,,,
3/23/2024,,,,,
4/6/2024,,,,,
4/6/2024,,,,,
4/6/2024,,,,,
4/6/2024,,,,,
4/6/2024,,,,,
4/6/2024,,,,,
4/6/2024,,,,,
4/6/2024,,,,,
4/6/2024,,,,,
4/6/2024,,,,,
4/6/2024,,,,,
4/6/2024,,,,,
4/6/2024,,,,,
4/6/2024,,,,,
4/6/2024,,,,,
4/6/2024,,,,,
4/6/2024,,,,,
4/6/2024,,,,,
4/6/2024,,,,,
4/6/2024,,,,,
4/6/2024,,,,,
4/6/2024,,,,,
4/6/2024,,,,,
4/6/2024,,,,,
4/6/2024,,,,,
4/6/2024,,,,,
4/6/2024,,,,,
4/6/2024,,,,,
4/6/2024,,,,,
4/6/2024,,,,,
4/6/2024,,,,,
4/6/2024,,,,,
4/6/2024,,,,,
4/6/2024,,,,,
4/6/2024,,,,,
4/6/2024,,,,,
4/6/2024,,,,,
4/6/2024,,,,,
4/6/2024,,,,,
4/6/2024,,,,,
4/6/2024,,,,,
4/6/2024,,,,,
